标题,房屋类型,面积,方向,层数,建造时间,社区,区,地址,总价,每平方价格,每平方价格带单位,总价带单位,建筑年龄,价格差异
双卫生间 中间好楼层 临地铁 出行方便 近医院 南北通透,3室2厅2卫,163.78,南北,中层(共24层),2009.0,奥园国际公寓,郑东新区,CBD商务内环路14号,260.0,15875,15875元/m²,260.0万元,16.0,0.0007499999999822649
医疗配套成熟 南北通透 高楼层视野好 双卫格局 满五,3室2厅2卫,146.67,南北,高层(共7层),2006.0,民航花园,郑东新区,天赋路天赋路39号,310.0,21136,21136元/m²,310.0万元,19.0,0.001711999999940872
新芒果和郡 交通便捷 带电梯 小三居 商品住宅 满五 近地铁,3室2厅1卫,88.61,东,中层(共31层),2013.0,新芒果和郡,郑东新区,金水东路学理路9号,210.0,23700,23700元/m²,210.0万元,12.0,0.005699999999990268
鑫苑中央花园(东区) 购物方便 临地铁 产权清晰 交通便捷,3室2厅1卫,113.09,南北,中层(共6层),2007.0,鑫苑中央花园(东区),郑东新区,金水东路金水东路7号,199.0,17597,17597元/m²,199.0万元,18.0,0.004472999999990179
新东站片 近地铁 小区新 豪华设计 商品房 交通便利 朝南,1室2厅1卫,83.0,南,高层(共31层),2018.0,建业天筑,郑东新区,康平路康宁街58号,210.0,25302,25302元/m²,210.0万元,7.0,0.006599999999991724
次新房 有电梯 商品房 高楼层采光充足 双卫格局 南北通透,3室2厅2卫,125.2,南北,高层(共6层),2021.0,东润城(三期裕园),郑东新区,郑东新区周边原圃路30号,168.0,13419,13419元/m²,168.0万元,4.0,0.0058799999999905594
东润城三期洋房急售，好楼层 随时看房,3室2厅2卫,126.11,南,中层(共6层),2021.0,东润城(三期裕园),郑东新区,郑东新区周边原圃路30号,120.0,9516,9516元/m²,120.0万元,4.0,0.006275999999999726
融创美盛象湖壹号1期 3室2厅 精装修 电梯房 居家自住 保,3室2厅2卫,122.8,南北,低层(共33层),2018.0,融创美盛象湖壹号1期,郑东新区,"郑东新区周边凤栖街,近润泽路",117.0,9528,9528元/m²,117.0万元,7.0,0.003839999999996735
国龙绿城怡园(1期) 临地铁 小三居 精装修 小区新,3室1厅1卫,84.77,南,低层(共29层),2014.0,国龙绿城怡园(1期),郑东新区,东风南路心怡路,125.0,14746,14746元/m²,125.0万元,11.0,0.0018419999999963466
郑地美景东望2期 正规商品房 中间好楼层 低容积 双卫格局,4室2厅2卫,144.61,南北,中层(共8层),2019.0,郑地美景东望2期,郑东新区,郑东新区周边万三公路,165.0,11410,11410元/m²,165.0万元,6.0,1.0000000003174137e-05
业主着急卖掉郑东新区大平层一梯一户 价格还能谈 满二,4室2厅3卫,190.4,西,低层(共31层),2018.0,融创美盛象湖壹号1期,郑东新区,"郑东新区周边凤栖街,近润泽路",155.0,8141,8141元/m²,155.0万元,7.0,0.004640000000023292
东风南路 交通便利 朝南 有电梯 产权清晰 临地铁,3室2厅1卫,89.84,南,高层(共27层),2013.0,鑫苑世纪东城东苑,郑东新区,东风南路安平路126号,119.0,13246,13246元/m²,119.0万元,12.0,0.0020640000000184955
南北通透 得房率高 交通便利 近医院 满五,3室2厅1卫,143.0,南北,低层(共19层),2012.0,晖达新领地(西区),郑东新区,新东站片正光路,249.0,17413,17413元/m²,249.0万元,13.0,0.005899999999996908
晖达新领地(西区) 双卫 交通便捷 精装修 近医院 南北通透,3室2厅2卫,143.5,南北,低层(共19层),2012.0,晖达新领地(西区),郑东新区,新东站片正光路,220.0,15332,15332元/m²,220.0万元,13.0,0.014199999999988222
电梯房 交通便利 近地铁 朝向好 购物方便 中间楼层采光好,2室2厅1卫,88.21,西南,中层(共34层),2010.0,绿地新里花园三期,郑东新区,列里路列里路,136.0,15418,15418元/m²,136.0万元,15.0,0.0021779999999864685
中州府 正规商品房 有电梯 双卫格局 南北通透,4室2厅2卫,144.27,南北,高层(共34层),2022.0,中州府,郑东新区,"CBD中州大道,近福元路",235.0,16289,16289元/m²,235.0万元,3.0,0.001403000000038901
中州府物业租售 商品住宅 临地铁 出行方便 高楼层视野好,3室2厅2卫,143.96,南北,高层(共29层),2023.0,中州府,郑东新区,"CBD中州大道,近福元路",189.0,13129,13129元/m²,189.0万元,2.0,0.005084000000010747
（六层洋房 三楼带大阳台）144平 双卫大三房 鸿园玉兰苑,3室2厅2卫,144.0,南北,中层(共6层),2016.0,鸿园玉兰苑(西苑),郑东新区,鸿园片区鸿苑路69号,255.0,17709,17709元/m²,255.0万元,9.0,0.009600000000006048
雅宝东方国际花园 交通便捷 医疗配套成熟 商业配套齐全 满二,2室2厅1卫,97.0,南,低层(共30层),2013.0,雅宝东方国际花园,郑东新区,祥盛街祥盛街60号,190.0,19588,19588元/m²,190.0万元,12.0,0.0036000000000058208
（店长力推）南北通透，不临路，满五年，聚源路总校，地铁口,2室2厅1卫,90.82,南北,高层(共18层),2011.0,聚龙城,郑东新区,金水东路祥盛街10号,140.0,15416,15416元/m²,140.0万元,14.0,0.0081119999999828
盛世年华 电梯房 东南户型 商业配套齐全 临地铁 配套齐全,2室2厅1卫,93.23,东南,高层(共17层),2009.0,盛世年华,郑东新区,黄河南路黄河东路89号,165.0,17699,17699元/m²,165.0万元,16.0,0.007777000000004364
天裕小区|东风路217号2室2厅1卫96.32平方,2室2厅1卫,96.32,南,高层(共26层),2010.0,天裕小区,郑东新区,东风东路东风路217号,125.0,12978,12978元/m²,125.0万元,15.0,0.0040959999999898855
奥园国际公寓171.00平339万3室2厅2卫,3室2厅2卫,171.0,南北,中层(共25层),2008.0,奥园国际公寓,郑东新区,CBD商务内环路14号,339.0,19825,19825元/m²,339.0万元,17.0,0.007499999999993179
雅居乐改善4房.价格好谈带车位！好楼层 随时约面谈,4室2厅2卫,135.0,南北,中层(共26层),2016.0,雅居乐国际花园(西苑),郑东新区,郑东新区周边象湖南路71号,160.0,11852,11852元/m²,160.0万元,9.0,0.0020000000000095497
博澳福泽门 商业配套成熟 产权清晰 装修豪华保养好 带电梯,4室2厅1卫,148.0,南,低层(共27层),2009.0,博澳福泽门,郑东新区,商鼎路十里铺街6号,168.0,11352,11352元/m²,168.0万元,16.0,0.009600000000006048
医疗配套成熟 高楼层采光充足 商业配套成熟 正规商品房 满五,3室2厅1卫,128.0,东南,高层(共26层),2008.0,博澳福泽门,郑东新区,商鼎路十里铺街6号,160.0,12500,12500元/m²,160.0万元,17.0,0.0
东润华景 满二 高楼层视野好 双卫生间 有电梯 精装修,3室2厅2卫,130.0,南,高层(共7层),2015.0,东润华景,郑东新区,郑东新区周边商都大道,190.0,14616,14616元/m²,190.0万元,10.0,0.008000000000009777
中间楼层 大两居 商品房 有电梯 近地铁 朝南,2室2厅1卫,89.27,南,中层(共33层),2013.0,正商铂钻,郑东新区,金水东路学理路5号,195.0,21844,21844元/m²,195.0万元,12.0,0.0013879999999915071
东悦风雅国际 温馨两室 聚源路总校 十一中 满五年 低总价,2室1厅1卫,83.0,南,低层(共18层),2010.0,东悦风雅国际公寓,郑东新区,聚源路宏图路21号,113.0,13615,13615元/m²,113.0万元,15.0,0.004499999999993065
七里河湿地公园旁 地铁口 品质社区观景三房 落地阳台！,3室2厅2卫,145.0,南北,低层(共26层),2013.0,中力七里湾,郑东新区,商都路通泰路109号,239.0,16483,16483元/m²,239.0万元,12.0,0.003500000000002501
出行方便 临地铁 电梯房 大两居 产权清晰 商圈成熟,2室2厅1卫,92.42,南,低层(共26层),2013.0,中力七里湾,郑东新区,商都路通泰路109号,108.0,11686,11686元/m²,108.0万元,12.0,0.0020120000000076743
中凯华府 有电梯 购物方便 装修好 环境优美 南向采光好,3室2厅2卫,143.57,南,高层(共18层),2008.0,中凯华府,郑东新区,通泰路金水东路9号,265.0,18458,18458元/m²,265.0万元,17.0,0.0015060000000062246
金水东路 刚需两居 近地铁 电梯房 交通便利 产权清晰,2室2厅1卫,89.72,东,低层(共31层),2013.0,新芒果和郡,郑东新区,金水东路学理路9号,185.0,20620,20620元/m²,185.0万元,12.0,0.0026399999999853208
鑫苑鑫城 客厅挑空大四房 两梯两户 商业中心旁 急卖,4室2厅2卫,176.0,南北,低层(共33层),2015.0,鑫苑鑫城,郑东新区,东风南路康平路89号,310.0,17614,17614元/m²,310.0万元,10.0,0.006399999999985084
列里路 精装修 临地铁 南北通透 小区绿化高 交通便捷,2室2厅1卫,91.55,南北,低层(共34层),2017.0,金悦府,郑东新区,列里路永平路121号,185.0,20208,20208元/m²,185.0万元,8.0,0.004239999999981592
东润城(三期裕园) 精装好房 有电梯 满二 产权清晰,3室2厅2卫,126.11,南,低层(共6层),2021.0,东润城(三期裕园),郑东新区,郑东新区周边原圃路30号,175.0,13877,13877元/m²,175.0万元,4.0,0.0028470000000027085
电梯房 中间楼层采光好 次新小区 车位充足 精装可拎包入住,3室2厅2卫,124.97,南,中层(共6层),2021.0,东润城(三期裕园),郑东新区,郑东新区周边原圃路30号,170.0,13604,13604元/m²,170.0万元,4.0,0.009187999999994645
物业发布真实可信 精装修 中间楼层采光好 小区新,2室2厅1卫,86.0,东南,中层(共27层),2018.0,广电天韵,郑东新区,龙子湖晨晖路1号,190.0,22094,22094元/m²,190.0万元,7.0,0.008399999999994634
低密宜居 双卫 正南朝向 有电梯 满二,3室2厅2卫,127.0,南,低层(共15层),2013.0,鸿园玉兰苑(东苑),郑东新区,鸿园片区东四环,190.0,14961,14961元/m²,190.0万元,12.0,0.004700000000013915
海马公园(A区) 近医院 南北通透 购物方便 电梯房 临地铁,3室2厅2卫,130.04,南北,低层(共32层),2015.0,海马公园(A区),郑东新区,新东站片普惠路,330.0,25377,25377元/m²,330.0万元,10.0,0.002507999999977528
好房推荐 新交房海马公园二期 契税满两年 好楼层 两梯四户,3室2厅2卫,128.0,南北,中层(共33层),2024.0,海马公园(B区),郑东新区,新东站片普惠路46号,345.0,26954,26954元/m²,345.0万元,1.0,0.011199999999973898
融创美盛芳园 临地铁 南向采光好 商品房 中间楼层采光好,3室2厅2卫,133.18,南,中层(共8层),2019.0,融创美盛芳园,郑东新区,郑东新区周边和风街67号,195.0,14642,14642元/m²,195.0万元,6.0,0.0021560000000135915
蓝城守诚苑 楼层好 电梯房 南北通透 双卫生间 近地铁,4室2厅2卫,160.7,南北,中层(共17层),2021.0,蓝城守诚苑,郑东新区,"郑东新区周边郑汴物流通道,近凤栖街",188.0,11699,11699元/m²,188.0万元,4.0,0.0029299999999921056
鸿园玉兰苑 毛坯三房 南北通透 采光好 视野好 随时看房,3室2厅2卫,129.0,南北,高层(共15层),2013.0,鸿园玉兰苑(东苑),郑东新区,鸿园片区东四环,200.0,15504,15504元/m²,200.0万元,12.0,0.001599999999996271
永威品质小区 业主诚心出 好楼层 户型方正 三房双卫,3室2厅2卫,131.23,南,中层(共20层),2020.0,永威森林花语,郑东新区,郑东新区周边和风街86号,115.0,8764,8764元/m²,115.0万元,5.0,0.009971999999990544
东瑞园社区 商品房 医疗配套成熟 带电梯 满五 双卫生间,3室2厅2卫,142.44,南,低层(共20层),2008.0,东瑞园社区,郑东新区,康宁街农业东路109号,256.0,17973,17973元/m²,256.0万元,17.0,0.007411999999987984
（带车位）电梯洋房 南北通透 双阳台 带一个车位 随时看房,4室2厅2卫,133.69,南北,高层(共6层),2018.0,鸿园梧桐苑,郑东新区,鸿园片区鸿苑路66号,298.0,22291,22291元/m²,298.0万元,7.0,0.00837899999999081
朝南 临地铁 高楼层视野好 满二 双卫格局 商品住宅,3室2厅2卫,134.9,南,高层(共25层),2020.0,佳润滨河佳园,郑东新区,郑东新区周边泰来路80号,158.0,11713,11713元/m²,158.0万元,5.0,0.008369999999985112
新里卢浮公馆三期 高楼层视野好 停车方便 商品房 朝向好,2室2厅1卫,88.45,东南,高层(共34层),2010.0,绿地新里花园三期,郑东新区,列里路列里路,143.0,16168,16168元/m²,143.0万元,15.0,0.0059600000000159525
新里卢浮公馆三期 高楼层采光充足 西南户型 近医院,2室2厅1卫,87.88,西南,高层(共34层),2010.0,绿地新里花园三期,郑东新区,列里路列里路,115.0,13087,13087元/m²,115.0万元,15.0,0.008555999999998676
晖达新天地 出行方便 楼龄新 医疗配套成熟 近地铁 小三房,2室2厅1卫,83.73,南,高层(共33层),2017.0,晖达新天地,郑东新区,新东站片七里河北路,130.0,15527,15527元/m²,130.0万元,8.0,0.007570999999984451
泰宏阳光和苑 化片实验二中 精致三居室 价格可谈,3室2厅2卫,126.69,南,低层(共26层),2018.0,泰宏阳光和苑,郑东新区,龙子湖薛岗街51号,249.0,19655,19655元/m²,249.0万元,7.0,0.009195000000005393
龙子湖 车位充足 大两房 房龄新 带电梯 南向采光好,2室2厅1卫,86.0,南,高层(共26层),2018.0,泰宏阳光和苑,郑东新区,龙子湖薛岗街51号,166.0,19303,19303元/m²,166.0万元,7.0,0.005799999999993588
商品住宅 满五 有电梯 商业配套齐全 刚需小三居 南向采光好,3室1厅1卫,99.0,南,低层(共26层),2008.0,天裕小区,郑东新区,东风东路东风路217号,156.0,15758,15758元/m²,156.0万元,17.0,0.004199999999997317
绿城百合公寓(秋月苑) 大两房 带小露台 多层二楼,2室1厅1卫,85.11,南,低层(共7层),2006.0,绿城百合公寓(秋月苑),郑东新区,绿城百合地润路6号,198.0,23265,23265元/m²,198.0万元,19.0,0.008414999999985184
中信嘉苑 临地铁 满五 出行方便 近医院 商品住宅,3室2厅2卫,144.65,南北,中层(共6层),2007.0,中信嘉苑,郑东新区,天赋路天时路9号,260.0,17975,17975元/m²,260.0万元,18.0,0.00837500000000091
财信圣堤亚纳 高绿化 产权清晰 楼龄新 商业配套齐全,4室2厅1卫,117.6,南北,低层(共25层),2014.0,财信圣堤亚纳,郑东新区,黄河东路商都路21号,158.0,13436,13436元/m²,158.0万元,11.0,0.007359999999977163
雅宝东方国际花园 正规商品房 大两居 正南朝向 交通便捷,2室2厅1卫,89.0,南,低层(共30层),2013.0,雅宝东方国际花园,郑东新区,祥盛街祥盛街60号,168.0,18877,18877元/m²,168.0万元,12.0,0.0053000000000054115
盛世年华 正规商品房 高楼层采光充足 电梯房 医疗配套成熟,3室2厅1卫,120.22,南北,高层(共17层),2007.0,盛世年华,郑东新区,黄河南路黄河东路89号,220.0,18300,18300元/m²,220.0万元,18.0,0.002600000000001046
好楼层！ 海马公园五期 2021年交付 南北通透大三房,3室2厅2卫,138.81,南北,中层(共27层),2019.0,海马公园(D区),郑东新区,"新东站片普惠路,近商都路",399.0,28745,28745元/m²,399.0万元,6.0,0.009344999999996162
碧桂园国控天誉 双卫 正南朝向 精装修 次新小区,3室2厅2卫,120.63,南,高层(共16层),2020.0,碧桂园国控天誉,郑东新区,杨金片区文雅街9号,190.0,15751,15751元/m²,190.0万元,5.0,0.0043129999999962365
康桥东麓园 精装可拎包入住 停车方便 满二 电梯房 产权清晰,3室2厅2卫,130.39,南北,低层(共16层),2022.0,康桥东麓园,郑东新区,"杨金片区杨金路,近东三环",190.0,14572,14572元/m²,190.0万元,3.0,0.004307999999980439
天伦城壹号院 双卫，急，急，急，业主急售，价格可谈，,3室2厅2卫,126.83,南北,中层(共29层),2021.0,天伦城壹号院,郑东新区,"鸿园片区鸿宝路,近任庄路",155.0,12222,12222元/m²,155.0万元,4.0,0.011626000000006798
东站旁 幸福里旁 金鹏时代大三房 精装修低总价,3室2厅2卫,129.0,南北,高层(共32层),2011.0,金鹏时代,郑东新区,心怡路金水东路88号,210.0,16280,16280元/m²,210.0万元,14.0,0.012000000000000455
金鹏时代 交通便捷 精装好房 正南朝向 购物方便 大两居,2室2厅1卫,92.92,南,低层(共32层),2011.0,金鹏时代,郑东新区,心怡路金水东路88号,180.0,19372,19372元/m²,180.0万元,14.0,0.004624000000006845
金鹏时代 近地铁 车位充足 南向采光好 医疗配套成熟,2室2厅1卫,90.48,南,低层(共33层),2014.0,金鹏时代,郑东新区,心怡路金水东路88号,170.0,18789,18789元/m²,170.0万元,11.0,0.002871999999996433
龙祥苑 医疗配套成熟 交通便捷 商业配套成熟 正南朝向 满五,4室2厅2卫,149.93,南,低层(共6层),2005.0,龙祥苑,郑东新区,兴荣街商鼎路,350.0,23345,23345元/m²,350.0万元,20.0,0.011585000000025047
商品住宅 临地铁 南北通透 双卫格局 装修好 医疗配套成熟,4室2厅2卫,156.6,南北,低层(共6层),2005.0,龙祥苑,郑东新区,兴荣街商鼎路,300.0,19158,19158元/m²,300.0万元,20.0,0.014279999999985193
新里卢浮公馆二期 临地铁 大两房 正南朝向 近医院 商品房,2室2厅1卫,87.52,南,低层(共34层),2012.0,绿地新里花园二期,郑东新区,列里路普惠路2号,110.0,12569,12569元/m²,110.0万元,13.0,0.0038879999999892334
